YR,DOY,HR,Date,AT-1m,P (cm)
2005,87,400,3/28/05,-17.82,0
2005,87,500,3/28/05,-18.39,0
2005,87,600,3/28/05,-18.64,0
2005,87,700,3/28/05,-18.45,0
2005,87,800,3/28/05,-17.81,0
2005,87,900,3/28/05,-16.91,0
2005,87,1000,3/28/05,-16.65,0
2005,87,1100,3/28/05,-15.79,0
2005,87,1200,3/28/05,-14.55,0
2005,87,1300,3/28/05,-14.61,0
2005,87,1400,3/28/05,-14.28,0
2005,87,1500,3/28/05,-14.26,0
2005,87,1600,3/28/05,-14.48,0
2005,87,1700,3/28/05,-14.92,0
2005,87,1800,3/28/05,-15.55,0
2005,87,1900,3/28/05,-15.9,0
2005,87,2000,3/28/05,-16.24,0
2005,87,2100,3/28/05,-16.51,0
2005,87,2200,3/28/05,-16.75,0
2005,87,2300,3/28/05,-17.17,0
2005,87,2400,3/28/05,-17.58,0
2005,88,100,3/29/05,-17.96,0
2005,88,200,3/29/05,-18.5,0
2005,88,300,3/29/05,-18.55,0
2005,88,400,3/29/05,-18.82,0
2005,88,500,3/29/05,-19.12,0
2005,88,600,3/29/05,-19.28,0
2005,88,700,3/29/05,-19.27,0
2005,88,800,3/29/05,-17.9,0
2005,88,900,3/29/05,-16.79,0
2005,88,1000,3/29/05,-16.33,0
2005,88,1100,3/29/05,-16.54,0
2005,88,1200,3/29/05,-16.31,0
2005,88,1300,3/29/05,-15.86,0
2005,88,1400,3/29/05,-15.61,0
2005,88,1500,3/29/05,-15.17,0
2005,88,1600,3/29/05,-15.03,0
2005,88,1700,3/29/05,-14.73,0
2005,88,1800,3/29/05,-16.24,0
2005,88,1900,3/29/05,-16.47,0
2005,88,2000,3/29/05,-17.77,0
2005,88,2100,3/29/05,-18.31,0
2005,88,2200,3/29/05,-18.27,0
2005,88,2300,3/29/05,-18,0
2005,88,2400,3/29/05,-17.99,0
2005,89,100,3/30/05,-17.68,0
2005,89,200,3/30/05,-17.78,0
2005,89,300,3/30/05,-18.06,0
2005,89,400,3/30/05,-18.21,0
2005,89,500,3/30/05,-18.23,0
2005,89,600,3/30/05,-18.51,0
2005,89,700,3/30/05,-18.62,0
2005,89,800,3/30/05,-18.74,0
2005,89,900,3/30/05,-18.73,0
2005,89,1000,3/30/05,-18.27,0
2005,89,1100,3/30/05,-17.68,0
2005,89,1200,3/30/05,-17.79,0
2005,89,1300,3/30/05,-17.17,0
2005,89,1400,3/30/05,-16.79,0
2005,89,1500,3/30/05,-17.14,0
2005,89,1600,3/30/05,-17.74,0
2005,89,1700,3/30/05,-18.93,0
2005,89,1800,3/30/05,-19.63,0
2005,89,1900,3/30/05,-20.41,0
2005,89,2000,3/30/05,-20.56,0
2005,89,2100,3/30/05,-21.12,0
2005,89,2200,3/30/05,-21.13,0
2005,89,2300,3/30/05,-20.56,0
2005,89,2400,3/30/05,-20.4,0
2005,90,100,3/31/05,-20.33,0
2005,90,200,3/31/05,-20.33,0
2005,90,300,3/31/05,-20.46,0
2005,90,400,3/31/05,-20.69,0
2005,90,500,3/31/05,-20.74,0
2005,90,600,3/31/05,-20.8,0
2005,90,700,3/31/05,-20.77,0
2005,90,800,3/31/05,-20.06,0
2005,90,900,3/31/05,-19.52,0
2005,90,1000,3/31/05,-18.85,0
2005,90,1100,3/31/05,-18.73,0
2005,90,1200,3/31/05,-18.39,0
2005,90,1300,3/31/05,-17.73,0
2005,90,1400,3/31/05,-17.39,0
2005,90,1500,3/31/05,-16.81,0
2005,90,1600,3/31/05,-17.03,0
2005,90,1700,3/31/05,-17.76,0
2005,90,1800,3/31/05,-17.72,0
2005,90,1900,3/31/05,-18.04,0
2005,90,2000,3/31/05,-19.32,0
2005,90,2100,3/31/05,-19.94,0
2005,90,2200,3/31/05,-20.18,0
2005,90,2300,3/31/05,-19.66,0
2005,90,2400,3/31/05,-19.83,0
2005,91,100,4/1/05,-19.73,0
2005,91,200,4/1/05,-20.11,0
2005,91,300,4/1/05,-20.07,0
2005,91,400,4/1/05,-20.28,0
2005,91,500,4/1/05,-20.46,0
2005,91,600,4/1/05,-19.52,0
2005,91,700,4/1/05,-19.21,0
2005,91,800,4/1/05,-19.61,0
2005,91,900,4/1/05,-18.67,0
2005,91,1000,4/1/05,-17.38,0
2005,91,1100,4/1/05,-16.9,0
2005,91,1200,4/1/05,-16.47,0
2005,91,1300,4/1/05,-16.33,0
2005,91,1400,4/1/05,-16.66,0
2005,91,1500,4/1/05,-16.98,0
2005,91,1600,4/1/05,-17.12,0
2005,91,1700,4/1/05,-17.64,0
2005,91,1800,4/1/05,-17.81,0
2005,91,1900,4/1/05,-18.77,0
2005,91,2000,4/1/05,-18.85,0
2005,91,2100,4/1/05,-18,0
2005,91,2200,4/1/05,-17.84,0
2005,91,2300,4/1/05,-18.44,0
2005,91,2400,4/1/05,-18.38,0
2005,92,100,4/2/05,-18.62,0
2005,92,200,4/2/05,-18.36,0
2005,92,300,4/2/05,-17.26,0
2005,92,400,4/2/05,-17.46,0
2005,92,500,4/2/05,-17.74,0
2005,92,600,4/2/05,-18.17,0
2005,92,700,4/2/05,-18.04,0
2005,92,800,4/2/05,-17.01,0
2005,92,900,4/2/05,-16.41,0
2005,92,1000,4/2/05,-15.91,0
2005,92,1100,4/2/05,-15.72,0
2005,92,1200,4/2/05,-15.43,0
2005,92,1300,4/2/05,-15.19,0
2005,92,1400,4/2/05,-15.36,0
2005,92,1500,4/2/05,-15.06,0
2005,92,1600,4/2/05,-14.7,0
2005,92,1700,4/2/05,-15.06,0
2005,92,1800,4/2/05,-15.64,0
2005,92,1900,4/2/05,-16.11,0
2005,92,2000,4/2/05,-16.67,0
2005,92,2100,4/2/05,-17.19,0
2005,92,2200,4/2/05,-17.3,0
2005,92,2300,4/2/05,-17.64,0
2005,92,2400,4/2/05,-17.69,0
2005,93,100,4/3/05,-18.12,0
2005,93,200,4/3/05,-18.27,0
2005,93,300,4/3/05,-18.25,0
2005,93,400,4/3/05,-18.51,0
2005,93,500,4/3/05,-18.56,0
2005,93,600,4/3/05,-18.79,0
2005,93,700,4/3/05,-18.43,0
2005,93,800,4/3/05,-17.77,0
2005,93,900,4/3/05,-17.18,0
2005,93,1000,4/3/05,-16.94,0
2005,93,1100,4/3/05,-16.55,0
2005,93,1200,4/3/05,-16.15,0
2005,93,1300,4/3/05,-15.63,0
2005,93,1400,4/3/05,-15.36,0
2005,93,1500,4/3/05,-15.17,0
2005,93,1600,4/3/05,-16.11,0
2005,93,1700,4/3/05,-16.45,0
2005,93,1800,4/3/05,-17.26,0
2005,93,1900,4/3/05,-17.85,0
2005,93,2000,4/3/05,-18.05,0
2005,93,2100,4/3/05,-17.75,0
2005,93,2200,4/3/05,-17.65,0
2005,93,2300,4/3/05,-17.77,0
2005,93,2400,4/3/05,-17.59,0
2005,94,100,4/4/05,-17.5,0
2005,94,200,4/4/05,-17.31,0
2005,94,300,4/4/05,-17.2,0
2005,94,400,4/4/05,-17.17,0
2005,94,500,4/4/05,-17.26,0
2005,94,600,4/4/05,-17.09,0
2005,94,700,4/4/05,-16.66,0
2005,94,800,4/4/05,-16.38,0
2005,94,900,4/4/05,-16.28,0
2005,94,1000,4/4/05,-16.11,0
2005,94,1100,4/4/05,-15.97,0
2005,94,1200,4/4/05,-15.86,0
2005,94,1300,4/4/05,-15.76,0
2005,94,1400,4/4/05,-15.75,0
2005,94,1500,4/4/05,-15.21,0
2005,94,1600,4/4/05,-15.54,0
2005,94,1700,4/4/05,-15.6,0
2005,94,1800,4/4/05,-15.72,0
2005,94,1900,4/4/05,-15.78,0
2005,94,2000,4/4/05,-16.1,0
2005,94,2100,4/4/05,-16.54,0
2005,94,2200,4/4/05,-16.73,0
2005,94,2300,4/4/05,-16.84,0
2005,94,2400,4/4/05,-16.85,0
2005,95,100,4/5/05,-17.01,0
2005,95,200,4/5/05,-16.86,0
2005,95,300,4/5/05,-16.82,0
2005,95,400,4/5/05,-17.09,0
2005,95,500,4/5/05,-16.94,0
2005,95,600,4/5/05,-17.42,0
2005,95,700,4/5/05,-16.37,0
2005,95,800,4/5/05,-16.05,0
2005,95,900,4/5/05,-15.5,0
2005,95,1000,4/5/05,-14.89,0
2005,95,1100,4/5/05,-14.42,0
2005,95,1200,4/5/05,-14,0
2005,95,1300,4/5/05,-13.36,0
2005,95,1400,4/5/05,-12.92,0
2005,95,1500,4/5/05,-13.15,0
2005,95,1600,4/5/05,-12.9,0
2005,95,1700,4/5/05,-12.4,0
2005,95,1800,4/5/05,-12.2,0
2005,95,1900,4/5/05,-12.52,0
2005,95,2000,4/5/05,-12.03,0
2005,95,2100,4/5/05,-11.04,0
2005,95,2200,4/5/05,-10.2,0
2005,95,2300,4/5/05,-10.02,0
2005,95,2400,4/5/05,-9.94,0
2005,96,100,4/6/05,-9.46,0
2005,96,200,4/6/05,-9.29,0
2005,96,300,4/6/05,-8.68,0
2005,96,400,4/6/05,-8.86,0
2005,96,500,4/6/05,-8.41,0
2005,96,600,4/6/05,-8.32,0
2005,96,700,4/6/05,-8.24,0
2005,96,800,4/6/05,-8.01,0
2005,96,900,4/6/05,-7.7,0
2005,96,1000,4/6/05,-7.56,0
2005,96,1100,4/6/05,-6.807,0
2005,96,1200,4/6/05,-6.565,0
2005,96,1300,4/6/05,-6.576,0
2005,96,1400,4/6/05,-6.236,0
2005,96,1500,4/6/05,-6.306,0
2005,96,1600,4/6/05,-6.656,0
2005,96,1700,4/6/05,-7.26,0
2005,96,1800,4/6/05,-7.78,0
2005,96,1900,4/6/05,-8.86,0
2005,96,2000,4/6/05,-9.62,0
2005,96,2100,4/6/05,-10.32,0
2005,96,2200,4/6/05,-9.84,0
2005,96,2300,4/6/05,-10.33,0
2005,96,2400,4/6/05,-10.4,0
2005,97,100,4/7/05,-10.41,0
2005,97,200,4/7/05,-11.02,0
2005,97,300,4/7/05,-10.85,0
2005,97,400,4/7/05,-11.2,0
2005,97,500,4/7/05,-11.73,0
2005,97,600,4/7/05,-11.57,0
2005,97,700,4/7/05,-11.16,0
2005,97,800,4/7/05,-10.46,0
2005,97,900,4/7/05,-10.39,0
2005,97,1000,4/7/05,-9.49,0
2005,97,1100,4/7/05,-8.88,0
2005,97,1200,4/7/05,-8.4,0
2005,97,1300,4/7/05,-8.13,0
2005,97,1400,4/7/05,-7.94,0
2005,97,1500,4/7/05,-7.44,0
2005,97,1600,4/7/05,-7.34,0
2005,97,1700,4/7/05,-8.21,0
2005,97,1800,4/7/05,-9.1,0
2005,97,1900,4/7/05,-9.8,0
2005,97,2000,4/7/05,-11.22,0
2005,97,2100,4/7/05,-13.22,0
2005,97,2200,4/7/05,-13.86,0
2005,97,2300,4/7/05,-14.33,0
2005,97,2400,4/7/05,-14.23,0
2005,98,100,4/8/05,-14.46,0
2005,98,200,4/8/05,-14.77,0
2005,98,300,4/8/05,-14.78,0
2005,98,400,4/8/05,-15.23,0
2005,98,500,4/8/05,-15.93,0
2005,98,600,4/8/05,-15.47,0
2005,98,700,4/8/05,-14.29,0
2005,98,800,4/8/05,-12.98,0
2005,98,900,4/8/05,-11.87,0
2005,98,1000,4/8/05,-11.88,0
2005,98,1100,4/8/05,-12.53,0
2005,98,1200,4/8/05,-12.05,0
2005,98,1300,4/8/05,-10.84,0
2005,98,1400,4/8/05,-10.85,0
2005,98,1500,4/8/05,-12.39,0
2005,98,1600,4/8/05,-12.97,0
2005,98,1700,4/8/05,-12.38,0
2005,98,1800,4/8/05,-13.47,0
2005,98,1900,4/8/05,-12.86,0
2005,98,2000,4/8/05,-13.79,0
2005,98,2100,4/8/05,-15.16,0
2005,98,2200,4/8/05,-15.43,0
2005,98,2300,4/8/05,-15.77,0
2005,98,2400,4/8/05,-15.98,0
2005,99,100,4/9/05,-15.72,0
2005,99,200,4/9/05,-15.72,0
2005,99,300,4/9/05,-15.64,0
2005,99,400,4/9/05,-15.72,0
2005,99,500,4/9/05,-16.01,0
2005,99,600,4/9/05,-16,0
2005,99,700,4/9/05,-14.5,0
2005,99,800,4/9/05,-13.32,0
2005,99,900,4/9/05,-13.15,0
2005,99,1000,4/9/05,-12.7,0
2005,99,1100,4/9/05,-12.45,0
2005,99,1200,4/9/05,-11.6,0
2005,99,1300,4/9/05,-10.83,0
2005,99,1400,4/9/05,-10.48,0
2005,99,1500,4/9/05,-10.48,0
2005,99,1600,4/9/05,-10.8,0
2005,99,1700,4/9/05,-12.19,0
2005,99,1800,4/9/05,-11.81,0
2005,99,1900,4/9/05,-12.27,0
2005,99,2000,4/9/05,-12.83,0
2005,99,2100,4/9/05,-14.32,0
2005,99,2200,4/9/05,-14.64,0
2005,99,2300,4/9/05,-14.86,0
2005,99,2400,4/9/05,-14.9,0
2005,100,100,4/10/05,-15.03,0
2005,100,200,4/10/05,-15.1,0
2005,100,300,4/10/05,-15.4,0
2005,100,400,4/10/05,-15.82,0
2005,100,500,4/10/05,-15.88,0
2005,100,600,4/10/05,-15.7,0
2005,100,700,4/10/05,-15.38,0
2005,100,800,4/10/05,-14.4,0
2005,100,900,4/10/05,-13.7,0
2005,100,1000,4/10/05,-12.52,0
2005,100,1100,4/10/05,-11.57,0
2005,100,1200,4/10/05,-10.7,0
2005,100,1300,4/10/05,-10.8,0
2005,100,1400,4/10/05,-11.07,0
2005,100,1500,4/10/05,-10.56,0
2005,100,1600,4/10/05,-10.53,0
2005,100,1700,4/10/05,-11.51,0
2005,100,1800,4/10/05,-11.85,0
2005,100,1900,4/10/05,-11.38,0
2005,100,2000,4/10/05,-11.42,0
2005,100,2100,4/10/05,-13.1,0
2005,100,2200,4/10/05,-14.22,0
2005,100,2300,4/10/05,-14.24,0
2005,100,2400,4/10/05,-14.3,0
2005,101,100,4/11/05,-14.22,0
2005,101,200,4/11/05,-14.17,0
2005,101,300,4/11/05,-14.31,0
2005,101,400,4/11/05,-14.3,0
2005,101,500,4/11/05,-14.11,0
2005,101,600,4/11/05,-13.99,0
2005,101,700,4/11/05,-13.04,0
2005,101,800,4/11/05,-13.05,0
2005,101,900,4/11/05,-12.71,0
2005,101,1000,4/11/05,-12.01,0
2005,101,1100,4/11/05,-11.53,0
2005,101,1200,4/11/05,-11.04,0
2005,101,1300,4/11/05,-10.53,0
2005,101,1400,4/11/05,-9.54,0
2005,101,1500,4/11/05,-9.22,0
2005,101,1600,4/11/05,-9.58,0
2005,101,1700,4/11/05,-10.26,0
2005,101,1800,4/11/05,-10.76,0
2005,101,1900,4/11/05,-11.62,0
2005,101,2000,4/11/05,-12.26,0
2005,101,2100,4/11/05,-14.18,0
2005,101,2200,4/11/05,-14.58,0
2005,101,2300,4/11/05,-14.74,0
2005,101,2400,4/11/05,-14.58,0
2005,102,100,4/12/05,-14.32,0
2005,102,200,4/12/05,-14.23,0
2005,102,300,4/12/05,-14.32,0
2005,102,400,4/12/05,-13.94,0
2005,102,500,4/12/05,-13.74,0
2005,102,600,4/12/05,-13.49,0
2005,102,700,4/12/05,-12.27,0
2005,102,800,4/12/05,-11.49,0
2005,102,900,4/12/05,-11.2,0
2005,102,1000,4/12/05,-10.75,0
2005,102,1100,4/12/05,-10.43,0
2005,102,1200,4/12/05,-10.23,0
2005,102,1300,4/12/05,-9.56,0
2005,102,1400,4/12/05,-9,0
2005,102,1500,4/12/05,-8.78,0
2005,102,1600,4/12/05,-8.84,0
2005,102,1700,4/12/05,-9.24,0
2005,102,1800,4/12/05,-9.61,0
2005,102,1900,4/12/05,-10.08,0
2005,102,2000,4/12/05,-11.4,0
2005,102,2100,4/12/05,-12.64,0
2005,102,2200,4/12/05,-13.42,0
2005,102,2300,4/12/05,-13.66,0
2005,102,2400,4/12/05,-13.75,0
2005,103,100,4/13/05,-13.97,0
2005,103,200,4/13/05,-13.89,0
2005,103,300,4/13/05,-13.86,0
2005,103,400,4/13/05,-13.77,0
2005,103,500,4/13/05,-13.48,0
2005,103,600,4/13/05,-13.61,0
2005,103,700,4/13/05,-13.06,0
2005,103,800,4/13/05,-13.15,0
2005,103,900,4/13/05,-12.78,0
2005,103,1000,4/13/05,-11.76,0
2005,103,1100,4/13/05,-11.46,0
2005,103,1200,4/13/05,-10.95,0
2005,103,1300,4/13/05,-10.28,0
2005,103,1400,4/13/05,-9.9,0
2005,103,1500,4/13/05,-9.87,0
2005,103,1600,4/13/05,-9.76,0
2005,103,1700,4/13/05,-10.34,0
2005,103,1800,4/13/05,-10.92,0
2005,103,1900,4/13/05,-11.74,0
2005,103,2000,4/13/05,-12.4,0
2005,103,2100,4/13/05,-13.82,0
2005,103,2200,4/13/05,-14.34,0
2005,103,2300,4/13/05,-14.05,0
2005,103,2400,4/13/05,-14.74,0
2005,104,100,4/14/05,-15.5,0
2005,104,200,4/14/05,-15.69,0
2005,104,300,4/14/05,-15.48,0
2005,104,400,4/14/05,-15.75,0
2005,104,500,4/14/05,-16.13,0
2005,104,600,4/14/05,-15.71,0
2005,104,700,4/14/05,-15.22,0
2005,104,800,4/14/05,-14.91,0
2005,104,900,4/14/05,-13.21,0
2005,104,1000,4/14/05,-12.57,0
2005,104,1100,4/14/05,-12.11,0
2005,104,1200,4/14/05,-12.12,0
2005,104,1300,4/14/05,-13.15,0
2005,104,1400,4/14/05,-13.09,0
2005,104,1500,4/14/05,-12.82,0
2005,104,1600,4/14/05,-12.85,0
2005,104,1700,4/14/05,-12.55,0
2005,104,1800,4/14/05,-12.81,0
2005,104,1900,4/14/05,-12.43,0
2005,104,2000,4/14/05,-13.16,0
2005,104,2100,4/14/05,-14.63,0
2005,104,2200,4/14/05,-15.15,0
2005,104,2300,4/14/05,-15.21,0
2005,104,2400,4/14/05,-14.95,0
2005,105,100,4/15/05,-14.97,0
2005,105,200,4/15/05,-15.34,0
2005,105,300,4/15/05,-15.89,0
2005,105,400,4/15/05,-16.36,0
2005,105,500,4/15/05,-16.39,0
2005,105,600,4/15/05,-16.04,0
2005,105,700,4/15/05,-15.59,0
2005,105,800,4/15/05,-14.31,0
2005,105,900,4/15/05,-13.32,0
2005,105,1000,4/15/05,-12.71,0
2005,105,1100,4/15/05,-12.08,0
2005,105,1200,4/15/05,-11.7,0
2005,105,1300,4/15/05,-11.94,0
2005,105,1400,4/15/05,-11.55,0
2005,105,1500,4/15/05,-11.33,0
2005,105,1600,4/15/05,-12.04,0
2005,105,1700,4/15/05,-12.67,0
2005,105,1800,4/15/05,-12.8,0
2005,105,1900,4/15/05,-13.94,0
2005,105,2000,4/15/05,-14.93,0
2005,105,2100,4/15/05,-16.17,0
2005,105,2200,4/15/05,-16.83,0
2005,105,2300,4/15/05,-17.28,0
2005,105,2400,4/15/05,-17.66,0
2005,106,100,4/16/05,-17.71,0
2005,106,200,4/16/05,-17.62,0
2005,106,300,4/16/05,-17.36,0
2005,106,400,4/16/05,-17.22,0
2005,106,500,4/16/05,-16.96,0
2005,106,600,4/16/05,-16.49,0
2005,106,700,4/16/05,-15.69,0
2005,106,800,4/16/05,-14.85,0
2005,106,900,4/16/05,-14.58,0
2005,106,1000,4/16/05,-14.54,0
2005,106,1100,4/16/05,-14.19,0
2005,106,1200,4/16/05,-13.65,0
2005,106,1300,4/16/05,-13.56,0
2005,106,1400,4/16/05,-13.25,0
2005,106,1500,4/16/05,-12.93,0
2005,106,1600,4/16/05,-12.94,0
2005,106,1700,4/16/05,-13.22,0
2005,106,1800,4/16/05,-14,0
2005,106,1900,4/16/05,-15.11,0
2005,106,2000,4/16/05,-16.03,0
2005,106,2100,4/16/05,-16.59,0
2005,106,2200,4/16/05,-17,0
2005,106,2300,4/16/05,-17.13,0
2005,106,2400,4/16/05,-17.3,0
2005,107,100,4/17/05,-17.28,0
2005,107,200,4/17/05,-17.53,0
2005,107,300,4/17/05,-17.79,0
2005,107,400,4/17/05,-17.89,0
2005,107,500,4/17/05,-18.13,0
2005,107,600,4/17/05,-18.17,0
2005,107,700,4/17/05,-18.25,0
2005,107,800,4/17/05,-18.08,0
2005,107,900,4/17/05,-17.83,0
2005,107,1000,4/17/05,-17.2,0
2005,107,1100,4/17/05,-17.22,0
2005,107,1200,4/17/05,-17.6,0
2005,107,1300,4/17/05,-17.36,0
2005,107,1400,4/17/05,-17.24,0
2005,107,1500,4/17/05,-17.34,0
2005,107,1600,4/17/05,-17.23,0
2005,107,1700,4/17/05,-17.69,0
2005,107,1800,4/17/05,-17.82,0
2005,107,1900,4/17/05,-18.44,0
2005,107,2000,4/17/05,-18.87,0
2005,107,2100,4/17/05,-19.07,0
2005,107,2200,4/17/05,-19.35,0
2005,107,2300,4/17/05,-19.52,0
2005,107,2400,4/17/05,-19.41,0
2005,108,100,4/18/05,-19.32,0
2005,108,200,4/18/05,-19.28,0
2005,108,300,4/18/05,-19.27,0
2005,108,400,4/18/05,-19.26,0
2005,108,500,4/18/05,-19.07,0
2005,108,600,4/18/05,-18.36,0
2005,108,700,4/18/05,-17.79,0
2005,108,800,4/18/05,-17.43,0
2005,108,900,4/18/05,-17.01,0
2005,108,1000,4/18/05,-16.96,0
2005,108,1100,4/18/05,-16.4,0
2005,108,1200,4/18/05,-15.56,0
2005,108,1300,4/18/05,-15.14,0
2005,108,1400,4/18/05,-15.21,0
2005,108,1500,4/18/05,-14.95,0
2005,108,1600,4/18/05,-14.54,0
2005,108,1700,4/18/05,-14.74,0
2005,108,1800,4/18/05,-15.14,0
2005,108,1900,4/18/05,-15.58,0
2005,108,2000,4/18/05,-15.38,0
2005,108,2100,4/18/05,-15.31,0
2005,108,2200,4/18/05,-15.26,0
2005,108,2300,4/18/05,-14.66,0
2005,108,2400,4/18/05,-14.65,0
2005,109,100,4/19/05,-15.01,0
2005,109,200,4/19/05,-15.05,0
2005,109,300,4/19/05,-15.12,0
2005,109,400,4/19/05,-15.95,0
2005,109,500,4/19/05,-17.32,0
2005,109,600,4/19/05,-19.72,0
2005,109,700,4/19/05,-21.84,0
2005,109,800,4/19/05,-22.78,0
2005,109,900,4/19/05,-23.59,0
2005,109,1000,4/19/05,-24.05,0
2005,109,1100,4/19/05,-26.07,0
2005,109,1200,4/19/05,-26.24,0
2005,109,1300,4/19/05,-25.43,0
2005,109,1400,4/19/05,-24.38,0
2005,109,1500,4/19/05,-23.54,0
2005,109,1600,4/19/05,-22.69,0
2005,109,1700,4/19/05,-21.59,0
2005,109,1800,4/19/05,-20.8,0
2005,109,1900,4/19/05,-19.7,0
2005,109,2000,4/19/05,-19.06,0
2005,109,2100,4/19/05,-19.25,0
2005,109,2200,4/19/05,-19.79,0
2005,109,2300,4/19/05,-19.74,0
2005,109,2400,4/19/05,-19.39,0
2005,110,100,4/20/05,-19.16,0
2005,110,200,4/20/05,-18.87,0
2005,110,300,4/20/05,-18.49,0
2005,110,400,4/20/05,-18.43,0
2005,110,500,4/20/05,-18.2,0
2005,110,600,4/20/05,-17.76,0
2005,110,700,4/20/05,-17.14,0
2005,110,800,4/20/05,-17.09,0
2005,110,900,4/20/05,-17.04,0
2005,110,1000,4/20/05,-16.85,0
2005,110,1100,4/20/05,-16.43,0
2005,110,1200,4/20/05,-15.96,0
2005,110,1300,4/20/05,-15.35,0
2005,110,1400,4/20/05,-14.82,0
2005,110,1500,4/20/05,-13.87,0
2005,110,1600,4/20/05,-13.27,0
2005,110,1700,4/20/05,-13.04,0
2005,110,1800,4/20/05,-12.6,0
2005,110,1900,4/20/05,-12.2,0
2005,110,2000,4/20/05,-12.03,0
2005,110,2100,4/20/05,-12.15,0
2005,110,2200,4/20/05,-12.71,0
2005,110,2300,4/20/05,-13.04,0
2005,110,2400,4/20/05,-12.96,0
2005,111,100,4/21/05,-12.63,0
2005,111,200,4/21/05,-12.96,0
2005,111,300,4/21/05,-13.47,0
2005,111,400,4/21/05,-13.99,0
2005,111,500,4/21/05,-13.8,0
2005,111,600,4/21/05,-13.66,0
2005,111,700,4/21/05,-13.37,0
2005,111,800,4/21/05,-13.42,0
2005,111,900,4/21/05,-13.42,0
2005,111,1000,4/21/05,-12.82,0
2005,111,1100,4/21/05,-12.18,0
2005,111,1200,4/21/05,-11.5,0
2005,111,1300,4/21/05,-11.01,0
2005,111,1400,4/21/05,-10.53,0
2005,111,1500,4/21/05,-10.73,0
2005,111,1600,4/21/05,-10.59,0
2005,111,1700,4/21/05,-10,0
2005,111,1800,4/21/05,-9.81,0
2005,111,1900,4/21/05,-10.25,0
2005,111,2000,4/21/05,-10.58,0
2005,111,2100,4/21/05,-11.07,0
2005,111,2200,4/21/05,-11.03,0
2005,111,2300,4/21/05,-10.76,0
2005,111,2400,4/21/05,-10.39,0
2005,112,100,4/22/05,-10.16,0
2005,112,200,4/22/05,-10.22,0
2005,112,300,4/22/05,-10.38,0
2005,112,400,4/22/05,-10.08,0
2005,112,500,4/22/05,-9.7,0
2005,112,600,4/22/05,-9.24,0
2005,112,700,4/22/05,-9.11,0
2005,112,800,4/22/05,-8.95,0
2005,112,900,4/22/05,-8.84,0
2005,112,1000,4/22/05,-8.32,0
2005,112,1100,4/22/05,-7.52,0
2005,112,1200,4/22/05,-7.36,0
2005,112,1300,4/22/05,-8.14,0
2005,112,1400,4/22/05,-8.05,0
2005,112,1500,4/22/05,-7.16,0
2005,112,1600,4/22/05,-7.04,0
2005,112,1700,4/22/05,-7.27,0
2005,112,1800,4/22/05,-8.57,0
2005,112,1900,4/22/05,-8.96,0
2005,112,2000,4/22/05,-9.46,0
2005,112,2100,4/22/05,-9.82,0
2005,112,2200,4/22/05,-10.04,0
2005,112,2300,4/22/05,-10.37,0
2005,112,2400,4/22/05,-10.85,0
2005,113,100,4/23/05,-11.19,0
2005,113,200,4/23/05,-11.54,0
2005,113,300,4/23/05,-11.75,0
2005,113,400,4/23/05,-12.11,0
2005,113,500,4/23/05,-12.17,0
2005,113,600,4/23/05,-11.76,0
2005,113,700,4/23/05,-11.03,0
2005,113,800,4/23/05,-11.08,0
2005,113,900,4/23/05,-10.54,0
2005,113,1000,4/23/05,-10.08,0
2005,113,1100,4/23/05,-10.3,0
2005,113,1200,4/23/05,-8.3,0
2005,113,1300,4/23/05,-9.04,0
2005,113,1400,4/23/05,-8.52,0
2005,113,1500,4/23/05,-6.726,0
2005,113,1600,4/23/05,-7.12,0
2005,113,1700,4/23/05,-8.21,0
2005,113,1800,4/23/05,-7.66,0
2005,113,1900,4/23/05,-7.74,0
2005,113,2000,4/23/05,-7.37,0
2005,113,2100,4/23/05,-7.36,0
2005,113,2200,4/23/05,-8.16,0
2005,113,2300,4/23/05,-8.06,0
2005,113,2400,4/23/05,-8.41,0
2005,114,100,4/24/05,-8.66,0
2005,114,200,4/24/05,-8.88,0
2005,114,300,4/24/05,-9.19,0
2005,114,400,4/24/05,-10.12,0
2005,114,500,4/24/05,-11,0
2005,114,600,4/24/05,-12.54,0
2005,114,700,4/24/05,-13.13,0
2005,114,800,4/24/05,-12.48,0
2005,114,900,4/24/05,-11.54,0
2005,114,1000,4/24/05,-11.52,0
2005,114,1100,4/24/05,-9.78,0
2005,114,1200,4/24/05,-9.01,0
2005,114,1300,4/24/05,-8.98,0
2005,114,1400,4/24/05,-9.2,0
2005,114,1500,4/24/05,-9.62,0
2005,114,1600,4/24/05,-10.4,0.254
2005,114,1700,4/24/05,-10.58,0
2005,114,1800,4/24/05,-10.82,0
2005,114,1900,4/24/05,-10.59,0
2005,114,2000,4/24/05,-11.18,0
2005,114,2100,4/24/05,-12.09,0
2005,114,2200,4/24/05,-12.49,0
2005,114,2300,4/24/05,-12.87,0
2005,114,2400,4/24/05,-13.03,0
2005,115,100,4/25/05,-12.96,0
2005,115,200,4/25/05,-12.52,0
2005,115,300,4/25/05,-11.89,0
2005,115,400,4/25/05,-11.23,0
2005,115,500,4/25/05,-10.71,0
2005,115,600,4/25/05,-10,0
2005,115,700,4/25/05,-8.98,0
2005,115,800,4/25/05,-7.83,0
2005,115,900,4/25/05,-5.969,0
