YR,DOY,HR,Date,AT-1m,P (cm)
2012,251,1900,9/7/12,-10.45,0
2012,251,2000,9/7/12,-10.68,0
2012,251,2100,9/7/12,-11.24,0
2012,251,2200,9/7/12,-11.73,0
2012,251,2300,9/7/12,-12.13,0
2012,251,2400,9/7/12,-12.23,0
2012,252,100,9/8/12,-12.23,0
2012,252,200,9/8/12,-12.49,0
2012,252,300,9/8/12,-12.73,0
2012,252,400,9/8/12,-13.03,0
2012,252,500,9/8/12,-13.11,0
2012,252,600,9/8/12,-12.85,0
2012,252,700,9/8/12,-13.08,0
2012,252,800,9/8/12,-12.82,0
2012,252,900,9/8/12,-12.76,0
2012,252,1000,9/8/12,-12.38,0
2012,252,1100,9/8/12,-11.93,0
2012,252,1200,9/8/12,-11.68,0
2012,252,1300,9/8/12,-11.58,0
2012,252,1400,9/8/12,-11.46,0
2012,252,1500,9/8/12,-11.48,0
2012,252,1600,9/8/12,-11.76,0
2012,252,1700,9/8/12,-11.33,0
2012,252,1800,9/8/12,-11.62,0
2012,252,1900,9/8/12,-11.98,0
2012,252,2000,9/8/12,-12.19,0
2012,252,2100,9/8/12,-12.55,0
2012,252,2200,9/8/12,-12.64,0
2012,252,2300,9/8/12,-12.85,0
2012,252,2400,9/8/12,-13.17,0
2012,253,100,9/9/12,-13.36,0
2012,253,200,9/9/12,-13.08,0
2012,253,300,9/9/12,-12.78,0
2012,253,400,9/9/12,-12.71,0
2012,253,500,9/9/12,-12.25,0
2012,253,600,9/9/12,-11.99,0
2012,253,700,9/9/12,-12.12,0
2012,253,800,9/9/12,-12.12,0
2012,253,900,9/9/12,-12.25,0
2012,253,1000,9/9/12,-12,0
2012,253,1100,9/9/12,-11.9,0
2012,253,1200,9/9/12,-11.34,0
2012,253,1300,9/9/12,-10.79,0
2012,253,1400,9/9/12,-10.53,0
2012,253,1500,9/9/12,-10.12,0
2012,253,1600,9/9/12,-9.55,0
2012,253,1700,9/9/12,-10.78,0
2012,253,1800,9/9/12,-11.39,0
2012,253,1900,9/9/12,-11.89,0
2012,253,2000,9/9/12,-12.55,0
2012,253,2100,9/9/12,-12.82,0
2012,253,2200,9/9/12,-12.54,0
2012,253,2300,9/9/12,-12.54,0
2012,253,2400,9/9/12,-12.73,0
2012,254,100,9/10/12,-12.32,0
2012,254,200,9/10/12,-11.81,0
2012,254,300,9/10/12,-11.64,0
2012,254,400,9/10/12,-11.37,0
2012,254,500,9/10/12,-11.29,0
2012,254,600,9/10/12,-11.34,0
2012,254,700,9/10/12,-11.15,0
2012,254,800,9/10/12,-11.13,0
2012,254,900,9/10/12,-11.36,0
2012,254,1000,9/10/12,-11.37,0
2012,254,1100,9/10/12,-10.39,0
2012,254,1200,9/10/12,-9.66,0
2012,254,1300,9/10/12,-8.92,0
2012,254,1400,9/10/12,-9.08,0
2012,254,1500,9/10/12,-8.89,0
2012,254,1600,9/10/12,-9.25,0
2012,254,1700,9/10/12,-9.46,0
2012,254,1800,9/10/12,-10.03,0
2012,254,1900,9/10/12,-10.36,0
2012,254,2000,9/10/12,-10.46,0
2012,254,2100,9/10/12,-10.37,0
2012,254,2200,9/10/12,-10.33,0
2012,254,2300,9/10/12,-10.23,0
2012,254,2400,9/10/12,-10.45,0
2012,255,100,9/11/12,-10.59,0
2012,255,200,9/11/12,-10.66,0
2012,255,300,9/11/12,-10.62,0
2012,255,400,9/11/12,-10.66,0
2012,255,500,9/11/12,-10.42,0
2012,255,600,9/11/12,-10.49,0
2012,255,700,9/11/12,-10.07,0
2012,255,800,9/11/12,-9.92,0
2012,255,900,9/11/12,-9.61,0
2012,255,1000,9/11/12,-9.05,0
2012,255,1100,9/11/12,-8.91,0
2012,255,1200,9/11/12,-8.81,0
2012,255,1300,9/11/12,-8.32,0
2012,255,1400,9/11/12,-8.33,0
2012,255,1500,9/11/12,-7.82,0
2012,255,1600,9/11/12,-8.46,0
2012,255,1700,9/11/12,-9.08,0
2012,255,1800,9/11/12,-9.55,0
2012,255,1900,9/11/12,-10.03,0
2012,255,2000,9/11/12,-10.4,0
2012,255,2100,9/11/12,-10.53,0
2012,255,2200,9/11/12,-10.49,0
2012,255,2300,9/11/12,-10.57,0
2012,255,2400,9/11/12,-10.61,0
2012,256,100,9/12/12,-10.91,0
2012,256,200,9/12/12,-11.22,0
2012,256,300,9/12/12,-11.18,0
2012,256,400,9/12/12,-11.25,0
2012,256,500,9/12/12,-11.34,0
2012,256,600,9/12/12,-11.71,0
2012,256,700,9/12/12,-12.34,0
2012,256,800,9/12/12,-12.3,0
2012,256,900,9/12/12,-11.72,0
2012,256,1000,9/12/12,-11.14,0
2012,256,1100,9/12/12,-9.73,0
2012,256,1200,9/12/12,-8.24,0
2012,256,1300,9/12/12,-6.771,0
2012,256,1400,9/12/12,-8.15,0
2012,256,1500,9/12/12,-8.83,0
2012,256,1600,9/12/12,-10.45,0
2012,256,1700,9/12/12,-11.22,0
2012,256,1800,9/12/12,-11.71,0
2012,256,1900,9/12/12,-11.94,0
2012,256,2000,9/12/12,-12.17,0
2012,256,2100,9/12/12,-12.5,0
2012,256,2200,9/12/12,-12.78,0
2012,256,2300,9/12/12,-12.8,0
2012,256,2400,9/12/12,-12.93,0
2012,257,100,9/13/12,-13.14,0
2012,257,200,9/13/12,-13.34,0
2012,257,300,9/13/12,-13.34,0
2012,257,400,9/13/12,-13.27,0
2012,257,500,9/13/12,-13.15,0
2012,257,600,9/13/12,-12.97,0
2012,257,700,9/13/12,-12.97,0
2012,257,800,9/13/12,-12.68,0
2012,257,900,9/13/12,-12.16,0
2012,257,1000,9/13/12,-11.42,0
2012,257,1100,9/13/12,-10.45,0
2012,257,1200,9/13/12,-8.61,0
2012,257,1300,9/13/12,-9.12,0
2012,257,1400,9/13/12,-9.82,0
2012,257,1500,9/13/12,-11.78,0
2012,257,1600,9/13/12,-11.42,0
2012,257,1700,9/13/12,-11.45,0
2012,257,1800,9/13/12,-12.59,0
2012,257,1900,9/13/12,-13.08,0
2012,257,2000,9/13/12,-13.38,0
2012,257,2100,9/13/12,-13.51,0
2012,257,2200,9/13/12,-13.48,0
2012,257,2300,9/13/12,-13.56,0
2012,257,2400,9/13/12,-13.55,0
2012,258,100,9/14/12,-13.43,0
2012,258,200,9/14/12,-13.24,0
2012,258,300,9/14/12,-13.55,0
2012,258,400,9/14/12,-13.72,0
2012,258,500,9/14/12,-13.68,0
2012,258,600,9/14/12,-13.61,0
2012,258,700,9/14/12,-13.6,0
2012,258,800,9/14/12,-13.44,0
2012,258,900,9/14/12,-13.24,0
2012,258,1000,9/14/12,-12.93,0
2012,258,1100,9/14/12,-12.75,0
2012,258,1200,9/14/12,-12.77,0
2012,258,1300,9/14/12,-12.27,0
2012,258,1400,9/14/12,-11.65,0
2012,258,1500,9/14/12,-11.65,0
2012,258,1600,9/14/12,-11.91,0
2012,258,1700,9/14/12,-11.97,0
2012,258,1800,9/14/12,-12.23,0
2012,258,1900,9/14/12,-12.36,0
2012,258,2000,9/14/12,-12.37,0
2012,258,2100,9/14/12,-12.32,0
2012,258,2200,9/14/12,-12.25,0
2012,258,2300,9/14/12,-12.34,0
2012,258,2400,9/14/12,-12.78,0
2012,259,100,9/15/12,-12.86,0
2012,259,200,9/15/12,-12.85,0
2012,259,300,9/15/12,-12.54,0
2012,259,400,9/15/12,-12.18,0
2012,259,500,9/15/12,-12.04,0
2012,259,600,9/15/12,-11.87,0
2012,259,700,9/15/12,-11.72,0
2012,259,800,9/15/12,-11.69,0
2012,259,900,9/15/12,-11.59,0
2012,259,1000,9/15/12,-11.1,0
2012,259,1100,9/15/12,-11,0
2012,259,1200,9/15/12,-10.66,0
2012,259,1300,9/15/12,-10.09,0
2012,259,1400,9/15/12,-9.73,0
2012,259,1500,9/15/12,-9.46,0
2012,259,1600,9/15/12,-9.49,0
2012,259,1700,9/15/12,-9.47,0
2012,259,1800,9/15/12,-9.51,0
2012,259,1900,9/15/12,-9.42,0
2012,259,2000,9/15/12,-9.08,0
2012,259,2100,9/15/12,-9.08,0
2012,259,2200,9/15/12,-9.06,0
2012,259,2300,9/15/12,-8.74,0
2012,259,2400,9/15/12,-8.38,0
2012,260,100,9/16/12,-7.68,0
2012,260,200,9/16/12,-7.18,0
2012,260,300,9/16/12,-6.977,0
2012,260,400,9/16/12,-6.791,0
2012,260,500,9/16/12,-6.843,0
2012,260,600,9/16/12,-6.723,0
2012,260,700,9/16/12,-6.263,0
2012,260,800,9/16/12,-5.973,0
2012,260,900,9/16/12,-5.156,0
2012,260,1000,9/16/12,-4.807,0
2012,260,1100,9/16/12,-4.571,0
2012,260,1200,9/16/12,-3.791,0
2012,260,1300,9/16/12,-3.611,0
2012,260,1400,9/16/12,-3.425,0
2012,260,1500,9/16/12,-3.46,0
2012,260,1600,9/16/12,-2.882,0
2012,260,1700,9/16/12,-2.989,0
2012,260,1800,9/16/12,-1.708,0
2012,260,1900,9/16/12,-1.255,0
2012,260,2000,9/16/12,-1.975,0
2012,260,2100,9/16/12,-2.259,0
2012,260,2200,9/16/12,-1.762,0
2012,260,2300,9/16/12,-1.34,0
2012,260,2400,9/16/12,-1.566,0
2012,261,100,9/17/12,-1.769,0
2012,261,200,9/17/12,-2.362,0
2012,261,300,9/17/12,-2.594,0
2012,261,400,9/17/12,-3.479,0
2012,261,500,9/17/12,-3.662,0
2012,261,600,9/17/12,-5.156,0
2012,261,700,9/17/12,-5.607,0
2012,261,800,9/17/12,-5.639,0
2012,261,900,9/17/12,-6.22,0
2012,261,1000,9/17/12,-6.563,0
2012,261,1100,9/17/12,-6.667,0
2012,261,1200,9/17/12,-6.274,0
2012,261,1300,9/17/12,-5.934,0
2012,261,1400,9/17/12,-5.665,0
2012,261,1500,9/17/12,-6.879,0
2012,261,1600,9/17/12,-8.07,0
2012,261,1700,9/17/12,-8.52,0
2012,261,1800,9/17/12,-8.68,0
2012,261,1900,9/17/12,-8.66,0
2012,261,2000,9/17/12,-8.69,0
2012,261,2100,9/17/12,-9.07,0
2012,261,2200,9/17/12,-9.13,0
2012,261,2300,9/17/12,-9.27,0
2012,261,2400,9/17/12,-9.73,0
2012,262,100,9/18/12,-10.02,0
2012,262,200,9/18/12,-10.22,0
2012,262,300,9/18/12,-10.37,0
2012,262,400,9/18/12,-10.25,0
2012,262,500,9/18/12,-9.83,0
2012,262,600,9/18/12,-9.36,0
2012,262,700,9/18/12,-9.6,0
2012,262,800,9/18/12,-9.66,0
2012,262,900,9/18/12,-10.78,0
2012,262,1000,9/18/12,-9.46,0
2012,262,1100,9/18/12,-7.89,0
2012,262,1200,9/18/12,-6.992,0
2012,262,1300,9/18/12,-6.304,0
2012,262,1400,9/18/12,-6.652,0
2012,262,1500,9/18/12,-7.28,0
2012,262,1600,9/18/12,-7.38,0
2012,262,1700,9/18/12,-7.46,0
2012,262,1800,9/18/12,-7.64,0
2012,262,1900,9/18/12,-7.54,0
2012,262,2000,9/18/12,-7.75,0
2012,262,2100,9/18/12,-7.63,0
2012,262,2200,9/18/12,-7.3,0
2012,262,2300,9/18/12,-6.448,0
2012,262,2400,9/18/12,-6.656,0
2012,263,100,9/19/12,-7.37,0
2012,263,200,9/19/12,-7.71,0
2012,263,300,9/19/12,-7.71,0
2012,263,400,9/19/12,-7.74,0
2012,263,500,9/19/12,-8.01,0
2012,263,600,9/19/12,-8.35,0
2012,263,700,9/19/12,-8.59,0
2012,263,800,9/19/12,-8.43,0
2012,263,900,9/19/12,-6.982,0
2012,263,1000,9/19/12,-6.737,0
2012,263,1100,9/19/12,-6.245,0
2012,263,1200,9/19/12,-5.498,0
2012,263,1300,9/19/12,-5.266,0
2012,263,1400,9/19/12,-4.843,0
2012,263,1500,9/19/12,-4.605,0
2012,263,1600,9/19/12,-4.675,0
2012,263,1700,9/19/12,-4.964,0
2012,263,1800,9/19/12,-4.946,0
2012,263,1900,9/19/12,-5.271,0
2012,263,2000,9/19/12,-5.287,0
2012,263,2100,9/19/12,-5.355,0
2012,263,2200,9/19/12,-5.44,0
2012,263,2300,9/19/12,-5.509,0
2012,263,2400,9/19/12,-5.781,0
2012,264,100,9/20/12,-5.047,0
2012,264,200,9/20/12,-4.674,0
2012,264,300,9/20/12,-4.742,0
2012,264,400,9/20/12,-4.981,0
2012,264,500,9/20/12,-5.049,0
2012,264,600,9/20/12,-5.304,0
2012,264,700,9/20/12,-5.031,0
2012,264,800,9/20/12,-5.215,0
2012,264,900,9/20/12,-4.754,0
2012,264,1000,9/20/12,-3.854,0
2012,264,1100,9/20/12,-3.109,0
2012,264,1200,9/20/12,-2.897,0
2012,264,1300,9/20/12,-2.379,0
2012,264,1400,9/20/12,-1.906,0.254
2012,264,1500,9/20/12,-1.548,0.508
2012,264,1600,9/20/12,-1.776,0
2012,264,1700,9/20/12,-2.03,0
2012,264,1800,9/20/12,-2.538,0
2012,264,1900,9/20/12,-2.937,0
2012,264,2000,9/20/12,-2.761,0
2012,264,2100,9/20/12,-2.315,0
2012,264,2200,9/20/12,-2.301,0
2012,264,2300,9/20/12,-2.387,0
2012,264,2400,9/20/12,-2.353,0
2012,265,100,9/21/12,-2.643,0
2012,265,200,9/21/12,-3.103,0
2012,265,300,9/21/12,-2.71,0
2012,265,400,9/21/12,-2.233,0
2012,265,500,9/21/12,-1.724,0
2012,265,600,9/21/12,-1.696,0
2012,265,700,9/21/12,-1.681,0
2012,265,800,9/21/12,-1.513,0
2012,265,900,9/21/12,-1.208,0
2012,265,1000,9/21/12,-1.277,0
2012,265,1100,9/21/12,-1.686,0
2012,265,1200,9/21/12,-2.265,0
2012,265,1300,9/21/12,-2.826,0
2012,265,1400,9/21/12,-4.752,0
2012,265,1500,9/21/12,-5.643,0
2012,265,1600,9/21/12,-5.84,0
2012,265,1700,9/21/12,-5.97,0
2012,265,1800,9/21/12,-6.258,0
2012,265,1900,9/21/12,-6.599,0
2012,265,2000,9/21/12,-6.731,0
2012,265,2100,9/21/12,-6.64,0
2012,265,2200,9/21/12,-6.451,0
2012,265,2300,9/21/12,-5.273,0
2012,265,2400,9/21/12,-4.03,0
2012,266,100,9/22/12,-3.388,0
2012,266,200,9/22/12,-3.019,0
2012,266,300,9/22/12,-2.424,0
2012,266,400,9/22/12,-1.85,0
2012,266,500,9/22/12,-1.41,0
2012,266,600,9/22/12,-1.006,0
2012,266,700,9/22/12,-1.06,0
2012,266,800,9/22/12,0.366,0
2012,266,900,9/22/12,0.952,0
2012,266,1000,9/22/12,1.335,0
2012,266,1100,9/22/12,1.961,0
2012,266,1200,9/22/12,2.638,0
2012,266,1300,9/22/12,3.005,0
2012,266,1400,9/22/12,3.376,1.016
2012,266,1500,9/22/12,3.119,1.016
2012,266,1600,9/22/12,3.767,0.508
2012,266,1700,9/22/12,4.788,0.254
2012,266,1800,9/22/12,4.938,0
2012,266,1900,9/22/12,4.394,0
2012,266,2000,9/22/12,3.765,0
2012,266,2100,9/22/12,3.359,0
2012,266,2200,9/22/12,3.279,0
2012,266,2300,9/22/12,2.876,0
2012,266,2400,9/22/12,3.408,0
2012,267,100,9/23/12,3.525,0
2012,267,200,9/23/12,3.742,0
2012,267,300,9/23/12,3.569,0
2012,267,400,9/23/12,3.387,0
2012,267,500,9/23/12,2.793,0
2012,267,600,9/23/12,2.351,0
2012,267,700,9/23/12,1.602,0
2012,267,800,9/23/12,0.001,0
2012,267,900,9/23/12,-0.504,0
2012,267,1000,9/23/12,-0.262,0
2012,267,1100,9/23/12,-0.024,0
2012,267,1200,9/23/12,-0.281,0
2012,267,1300,9/23/12,-0.639,0
2012,267,1400,9/23/12,-0.827,0
2012,267,1500,9/23/12,-0.808,0
2012,267,1600,9/23/12,-0.481,0
2012,267,1700,9/23/12,-0.53,0
2012,267,1800,9/23/12,-1.504,0
2012,267,1900,9/23/12,-2.315,0
2012,267,2000,9/23/12,-2.68,0
2012,267,2100,9/23/12,-2.745,0
2012,267,2200,9/23/12,-2.54,0
2012,267,2300,9/23/12,-2.626,0
2012,267,2400,9/23/12,-2.37,0
2012,268,100,9/24/12,-2.626,0
2012,268,200,9/24/12,-3,0
2012,268,300,9/24/12,-3.439,0
2012,268,400,9/24/12,-3.607,0
2012,268,500,9/24/12,-3.78,0
2012,268,600,9/24/12,-3.779,0
2012,268,700,9/24/12,-4.119,0
2012,268,800,9/24/12,-4.335,0
2012,268,900,9/24/12,-4.572,0
2012,268,1000,9/24/12,-4.642,0
2012,268,1100,9/24/12,-4.491,0
2012,268,1200,9/24/12,-4.8,0
2012,268,1300,9/24/12,-4.868,0
2012,268,1400,9/24/12,-5.158,0
2012,268,1500,9/24/12,-5.668,0
2012,268,1600,9/24/12,-6.619,0
2012,268,1700,9/24/12,-7.91,0
2012,268,1800,9/24/12,-8.86,0
2012,268,1900,9/24/12,-9.56,0
2012,268,2000,9/24/12,-9.88,0
2012,268,2100,9/24/12,-10.49,0
2012,268,2200,9/24/12,-10.88,0
2012,268,2300,9/24/12,-10.63,0
2012,268,2400,9/24/12,-10.43,0
2012,269,100,9/25/12,-10.13,0
2012,269,200,9/25/12,-10.31,0
2012,269,300,9/25/12,-10.13,0
2012,269,400,9/25/12,-9.95,0
2012,269,500,9/25/12,-9.61,0
2012,269,600,9/25/12,-9.51,0
2012,269,700,9/25/12,-9.71,0
2012,269,800,9/25/12,-9.83,0
2012,269,900,9/25/12,-9.59,0
2012,269,1000,9/25/12,-8.59,0
2012,269,1100,9/25/12,-8.5,0
2012,269,1200,9/25/12,-8.52,0
2012,269,1300,9/25/12,-7.74,0
2012,269,1400,9/25/12,-8.06,0
2012,269,1500,9/25/12,-7.94,0
2012,269,1600,9/25/12,-7.74,0
2012,269,1700,9/25/12,-7.86,0
2012,269,1800,9/25/12,-7.96,0
2012,269,1900,9/25/12,-8.38,0
2012,269,2000,9/25/12,-8.55,0
2012,269,2100,9/25/12,-8.3,0
2012,269,2200,9/25/12,-7.86,0
2012,269,2300,9/25/12,-7.38,0
2012,269,2400,9/25/12,-7.57,0
2012,270,100,9/26/12,-7.31,0
2012,270,200,9/26/12,-6.99,0
2012,270,300,9/26/12,-6.717,0
2012,270,400,9/26/12,-6.397,0
2012,270,500,9/26/12,-6.778,0
2012,270,600,9/26/12,-7.04,0
2012,270,700,9/26/12,-7.02,0
2012,270,800,9/26/12,-7.31,0
2012,270,900,9/26/12,-6.847,0
2012,270,1000,9/26/12,-6.052,0
2012,270,1100,9/26/12,-6.061,0
2012,270,1200,9/26/12,-5.876,0
2012,270,1300,9/26/12,-6.056,0
2012,270,1400,9/26/12,-6.038,0
2012,270,1500,9/26/12,-5.952,0
2012,270,1600,9/26/12,-6.088,0
2012,270,1700,9/26/12,-6.19,0
2012,270,1800,9/26/12,-6.565,0
2012,270,1900,9/26/12,-6.779,0
2012,270,2000,9/26/12,-6.911,0
2012,270,2100,9/26/12,-7.15,0
2012,270,2200,9/26/12,-7.11,0
2012,270,2300,9/26/12,-7.18,0
2012,270,2400,9/26/12,-7.26,0
2012,271,100,9/27/12,-7.59,0
2012,271,200,9/27/12,-7.69,0
2012,271,300,9/27/12,-7.69,0
2012,271,400,9/27/12,-7.63,0
2012,271,500,9/27/12,-7.92,0
2012,271,600,9/27/12,-8.28,0
2012,271,700,9/27/12,-8.56,0
2012,271,800,9/27/12,-8.63,0
2012,271,900,9/27/12,-8.68,0
2012,271,1000,9/27/12,-8.6,0
2012,271,1100,9/27/12,-8.32,0
2012,271,1200,9/27/12,-8.03,0
2012,271,1300,9/27/12,-7.97,0
2012,271,1400,9/27/12,-7.87,0
2012,271,1500,9/27/12,-7.01,0
2012,271,1600,9/27/12,-7.51,0
2012,271,1700,9/27/12,-7.87,0
2012,271,1800,9/27/12,-8.21,0
2012,271,1900,9/27/12,-8.87,0
2012,271,2000,9/27/12,-9.2,0
2012,271,2100,9/27/12,-9.25,0
2012,271,2200,9/27/12,-9.25,0
2012,271,2300,9/27/12,-9.35,0
2012,271,2400,9/27/12,-9.39,0
2012,272,100,9/28/12,-9.54,0
2012,272,200,9/28/12,-9.75,0
2012,272,300,9/28/12,-10.05,0
2012,272,400,9/28/12,-10.34,0
2012,272,500,9/28/12,-10.4,0
2012,272,600,9/28/12,-10.09,0
2012,272,700,9/28/12,-9.94,0
2012,272,800,9/28/12,-9.77,0
2012,272,900,9/28/12,-9.57,0
2012,272,1000,9/28/12,-9.36,0
2012,272,1100,9/28/12,-8.55,0
2012,272,1200,9/28/12,-7.99,0
2012,272,1300,9/28/12,-7.85,0
2012,272,1400,9/28/12,-6.56,0
2012,272,1500,9/28/12,-6.864,0
2012,272,1600,9/28/12,-6.592,0
2012,272,1700,9/28/12,-6.73,0
2012,272,1800,9/28/12,-7.29,0
2012,272,1900,9/28/12,-8.46,0
2012,272,2000,9/28/12,-8.47,0
2012,272,2100,9/28/12,-8.06,0
2012,272,2200,9/28/12,-8,0
2012,272,2300,9/28/12,-7.66,0
2012,272,2400,9/28/12,-7.49,0
2012,273,100,9/29/12,-7.78,0
2012,273,200,9/29/12,-7.57,0
2012,273,300,9/29/12,-7.32,0
2012,273,400,9/29/12,-7.32,0
2012,273,500,9/29/12,-7.43,0
2012,273,600,9/29/12,-7.67,0
2012,273,700,9/29/12,-7.79,0
2012,273,800,9/29/12,-7.71,0
2012,273,900,9/29/12,-7.88,0
2012,273,1000,9/29/12,-7.59,0
2012,273,1100,9/29/12,-7.59,0
2012,273,1200,9/29/12,-7.42,0
2012,273,1300,9/29/12,-7.92,0
2012,273,1400,9/29/12,-7.95,0
2012,273,1500,9/29/12,-7.9,0
2012,273,1600,9/29/12,-7.5,0
2012,273,1700,9/29/12,-7.41,0
2012,273,1800,9/29/12,-8.14,0
2012,273,1900,9/29/12,-8.58,0
2012,273,2000,9/29/12,-8.84,0
2012,273,2100,9/29/12,-8.91,0
2012,273,2200,9/29/12,-8.96,0
2012,273,2300,9/29/12,-9.34,0
2012,273,2400,9/29/12,-9.45,0
2012,274,100,9/30/12,-9.4,0
2012,274,200,9/30/12,-9.54,0
2012,274,300,9/30/12,-9.54,0
2012,274,400,9/30/12,-10.09,0
2012,274,500,9/30/12,-10.12,0
2012,274,600,9/30/12,-10.27,0
2012,274,700,9/30/12,-10.34,0
2012,274,800,9/30/12,-10.39,0
2012,274,900,9/30/12,-10.3,0
2012,274,1000,9/30/12,-10.17,0
2012,274,1100,9/30/12,-10.19,0
2012,274,1200,9/30/12,-10,0
2012,274,1300,9/30/12,-9.98,0
2012,274,1400,9/30/12,-10.16,0
2012,274,1500,9/30/12,-10.67,0
2012,274,1600,9/30/12,-10.66,0
2012,274,1700,9/30/12,-10.35,0
2012,274,1800,9/30/12,-10.38,0
2012,274,1900,9/30/12,-11.22,0
2012,274,2000,9/30/12,-12,0
2012,274,2100,9/30/12,-12.17,0
2012,274,2200,9/30/12,-12.22,0
2012,274,2300,9/30/12,-12.54,0
2012,274,2400,9/30/12,-12.7,0
2012,275,100,10/1/12,-12.71,0
2012,275,200,10/1/12,-13.07,0
2012,275,300,10/1/12,-13.34,0
2012,275,400,10/1/12,-13.34,0
2012,275,500,10/1/12,-13.38,0
2012,275,600,10/1/12,-13.6,0
2012,275,700,10/1/12,-14.02,0
2012,275,800,10/1/12,-13.82,0
2012,275,900,10/1/12,-11,0
2012,275,1000,10/1/12,-10.93,0
2012,275,1100,10/1/12,-10.5,0
2012,275,1200,10/1/12,-9.4,0
2012,275,1300,10/1/12,-8.46,0
2012,275,1400,10/1/12,-8.5,0
2012,275,1500,10/1/12,-7.98,0
2012,275,1600,10/1/12,-8.13,0
2012,275,1700,10/1/12,-8.81,0
2012,275,1800,10/1/12,-9.45,0
2012,275,1900,10/1/12,-10.42,0
2012,275,2000,10/1/12,-10.21,0
2012,275,2100,10/1/12,-9.95,0
2012,275,2200,10/1/12,-9.66,0
2012,275,2300,10/1/12,-10.14,0
2012,275,2400,10/1/12,-10.63,0
2012,276,100,10/2/12,-10.42,0
2012,276,200,10/2/12,-10.42,0
2012,276,300,10/2/12,-10.87,0
2012,276,400,10/2/12,-11.16,0
2012,276,500,10/2/12,-11.16,0
2012,276,600,10/2/12,-11.09,0
2012,276,700,10/2/12,-10.61,0
2012,276,800,10/2/12,-10.15,0
2012,276,900,10/2/12,-9.18,0
2012,276,1000,10/2/12,-8.9,0
2012,276,1100,10/2/12,-8.09,0
2012,276,1200,10/2/12,-7.98,0
2012,276,1300,10/2/12,-7.06,0
2012,276,1400,10/2/12,-6.75,0
2012,276,1500,10/2/12,-6.137,0
2012,276,1600,10/2/12,-6.293,0
2012,276,1700,10/2/12,-6.82,0
2012,276,1800,10/2/12,-7.25,0
2012,276,1900,10/2/12,-7.3,0
2012,276,2000,10/2/12,-7.54,0
2012,276,2100,10/2/12,-7.57,0
2012,276,2200,10/2/12,-7.8,0
2012,276,2300,10/2/12,-7.99,0
2012,276,2400,10/2/12,-8.18,0
2012,277,100,10/3/12,-8.02,0
2012,277,200,10/3/12,-8.06,0
2012,277,300,10/3/12,-7.99,0
2012,277,400,10/3/12,-8.31,0
2012,277,500,10/3/12,-8.17,0
2012,277,600,10/3/12,-8.3,0
2012,277,700,10/3/12,-8.52,0
2012,277,800,10/3/12,-8.83,0
2012,277,900,10/3/12,-8.96,0
2012,277,1000,10/3/12,-8.52,0
2012,277,1100,10/3/12,-7.75,0
2012,277,1200,10/3/12,-7.2,0
2012,277,1300,10/3/12,-7.29,0
2012,277,1400,10/3/12,-6.955,0
2012,277,1500,10/3/12,-6.568,0
2012,277,1600,10/3/12,-6.536,0
2012,277,1700,10/3/12,-6.348,0
2012,277,1800,10/3/12,-6.891,0
2012,277,1900,10/3/12,-7.54,0
2012,277,2000,10/3/12,-8.3,0
2012,277,2100,10/3/12,-8.4,0
2012,277,2200,10/3/12,-7.85,0
2012,277,2300,10/3/12,-7.79,0
2012,277,2400,10/3/12,-7.72,0
2012,278,100,10/4/12,-7.38,0
2012,278,200,10/4/12,-7.43,0
2012,278,300,10/4/12,-7.68,0
2012,278,400,10/4/12,-8.01,0
2012,278,500,10/4/12,-7.94,0
2012,278,600,10/4/12,-8.14,0
2012,278,700,10/4/12,-8.27,0
2012,278,800,10/4/12,-8.08,0
2012,278,900,10/4/12,-7.25,0
2012,278,1000,10/4/12,-6.744,0
2012,278,1100,10/4/12,-6.462,0
2012,278,1200,10/4/12,-6.399,0
2012,278,1300,10/4/12,-6.25,0
2012,278,1400,10/4/12,-5.894,0
2012,278,1500,10/4/12,-5.336,0
2012,278,1600,10/4/12,-5.185,0
2012,278,1700,10/4/12,-5.543,0
2012,278,1800,10/4/12,-5.867,0
2012,278,1900,10/4/12,-6.032,0
2012,278,2000,10/4/12,-5.959,0
2012,278,2100,10/4/12,-5.769,0
2012,278,2200,10/4/12,-5.565,0
2012,278,2300,10/4/12,-5.517,0
2012,278,2400,10/4/12,-3.987,0
2012,279,100,10/5/12,-3.584,0
2012,279,200,10/5/12,-3.823,0
2012,279,300,10/5/12,-3.788,0
2012,279,400,10/5/12,-3.805,0
2012,279,500,10/5/12,-3.822,0
2012,279,600,10/5/12,-3.77,0
2012,279,700,10/5/12,-4.057,0
2012,279,800,10/5/12,-3.954,0
2012,279,900,10/5/12,-4.09,0
2012,279,1000,10/5/12,-4.008,0
2012,279,1100,10/5/12,-4.117,0
2012,279,1200,10/5/12,-4.886,0
2012,279,1300,10/5/12,-4.712,0
2012,279,1400,10/5/12,-4.782,0
2012,279,1500,10/5/12,-5.617,0
2012,279,1600,10/5/12,-5.513,0
2012,279,1700,10/5/12,-6.876,0
2012,279,1800,10/5/12,-7.66,0
2012,279,1900,10/5/12,-8.27,0
2012,279,2000,10/5/12,-8.74,0
2012,279,2100,10/5/12,-8.43,0
2012,279,2200,10/5/12,-8.19,0
2012,279,2300,10/5/12,-8,0
2012,279,2400,10/5/12,-8.15,0
